timestep,demand_el,biomass,brown_lig,coal_derived_gas,fossil_gas,fossil_hardcoal,fossil_oil,fossil_oil_shale,fossil_peat,geothermal,hydro_pumped_storage,run_of_river,hydro_water_reservoir,marine,nuclear,other ,other_renewable,solar,waste,wind_offshore
6368,297279.732169,4441,15516,350,2013,17866,212,n/e,n/e,5,2885,1876,172,n/e,10616,6258,1731,1407,262,348
6369,296121.2776694,4432,15514,351,2023,18219,211,n/e,n/e,5,2845,1874,120,n/e,10600,6860,1608,1991,263,330
6370,298668.9544972,4440,15575,351,2022,18446,211,n/e,n/e,5,2603,1878,110,n/e,10610,6855,1618,2838,263,348
6371,300953.5560004,4444,15624,351,1951,18448,211,n/e,n/e,5,2324,1882,97,n/e,10600,6850,1612,3681,253,321
6372,296208.9694443,4447,15624,351,1895,18455,212,n/e,n/e,5,1650,1889,104,n/e,10564,6869,1556,4694,253,291
6373,293121.2958975,4442,15600,351,1959,18570,211,n/e,n/e,5,1319,1897,154,n/e,10677,6583,351,5785,255,326
6374,290633.6187051,4445,15590,351,1930,18584,212,n/e,n/e,5,883,1888,89,n/e,10585,6623,390,6738,264,360
6375,276067.5533634,4446,15585,351,1996,18473,211,n/e,n/e,5,657,1886,96,n/e,10593,6648,418,7511,253,398
6376,275938.3233794,4454,15601,351,1960,18196,211,n/e,n/e,5,550,1882,102,n/e,10591,6832,413,8369,253,429
6377,281605.98125,4433,15612,351,1957,18172,211,n/e,n/e,5,572,1874,98,n/e,10600,6429,229,9110,253,404
6378,286752.1038279,4442,15603,351,2019,18074,211,n/e,n/e,5,341,1876,114,n/e,10601,6612,203,9697,253,334
6379,299942.7929111,4428,15584,350,2159,17951,211,n/e,n/e,5,193,1875,76,n/e,10601,6882,181,10097,254,302
6380,298373.5716766,4437,15594,350,2208,17891,211,n/e,n/e,5,185,1874,69,n/e,10599,6985,152,10274,264,330
6381,278855.228733,4442,15580,350,2176,17778,211,n/e,n/e,5,359,1871,111,n/e,10601,6252,167,10471,271,327
6382,256572.2872026,4444,15559,348,2270,17612,211,n/e,n/e,5,666,1869,75,n/e,10598,6191,158,10773,262,312
6383,234460.1138654,4431,15579,347,2317,17758,211,n/e,n/e,5,480,1873,83,n/e,10601,6258,170,11002,255,338
6384,220037.1245774,4443,15562,347,2317,17715,210,n/e,n/e,5,363,1869,77,n/e,10594,6373,175,10834,253,354
6385,214507.927404,4441,15563,347,2375,17472,210,n/e,n/e,5,658,1866,78,n/e,10593,6136,162,10717,253,337
6386,207741.8146692,4461,15516,347,2492,17051,210,n/e,n/e,5,575,1869,70,n/e,10584,6277,149,10781,252,317
6387,210063.339025,4459,15500,347,2416,17165,210,n/e,n/e,5,522,1872,92,n/e,10591,6265,193,10768,249,317
6388,218661.7483189,4459,15518,347,2424,17245,210,n/e,n/e,5,279,1874,65,n/e,10585,6136,159,10392,248,328
6389,232073.9745176,4449,15582,347,2507,17117,211,n/e,n/e,5,993,1873,118,n/e,10596,6139,175,10254,253,338
6390,270016.8208973,4447,15605,347,2643,17199,210,n/e,n/e,5,838,1869,78,n/e,10597,6101,152,9944,255,372
6391,292572.0684654,4446,15603,347,2624,17202,210,n/e,n/e,5,362,1871,69,n/e,10572,6076,157,9596,261,430
6392,300072.0228951,4448,15552,347,2621,17211,209,n/e,n/e,5,244,1858,60,n/e,10542,6015,161,9481,254,404
6393,298313.5720412,4440,15528,347,2541,17399,209,n/e,n/e,5,470,1858,79,n/e,10554,5850,188,9223,253,364
6394,301595.090564,4449,15586,347,2635,17509,210,n/e,n/e,5,523,1866,75,n/e,10580,5666,170,8817,253,333
6395,303432.0024797,4447,15603,347,2574,17572,210,n/e,n/e,5,538,1863,72,n/e,10587,5673,159,8394,251,322
6396,297316.6550216,4441,15586,347,2522,17603,211,n/e,n/e,5,853,1861,72,n/e,10580,5436,165,8031,248,307
6397,291150.5386412,4440,15599,347,2295,17326,211,n/e,n/e,5,380,1877,75,n/e,10592,5545,160,7503,253,273
6398,286770.5652542,4449,15577,347,2498,17238,211,n/e,n/e,5,639,1884,73,n/e,10583,5319,164,6944,250,273
6399,284749.0390756,4448,15541,347,2561,17280,211,n/e,n/e,5,533,1881,86,n/e,10572,5652,178,6422,251,273
6400,282662.897905,4441,15531,347,2535,17299,211,n/e,n/e,5,603,1880,104,n/e,10589,5643,168,5865,251,282
6401,286544.4127822,4439,15519,347,2456,17277,211,n/e,n/e,5,432,1882,69,n/e,10578,5957,367,5113,250,314
6402,289825.931305,4441,15543,349,2683,17484,210,n/e,n/e,5,541,1885,84,n/e,10598,5707,370,4319,252,328
6403,296596.6593963,4447,15493,350,2748,17566,210,n/e,n/e,5,713,1887,145,n/e,10598,5926,183,3540,246,303
6404,285889.0321489,4448,15513,350,2872,17741,210,n/e,n/e,5,1191,1890,150,n/e,10594,6165,183,2749,253,281
6405,266998.3776991,4454,15454,350,3031,17851,211,n/e,n/e,5,1380,1888,61,n/e,10569,6283,955,1995,243,283
6406,248707.7196037,4462,15529,350,3349,17810,211,n/e,n/e,5,1705,1893,82,n/e,10577,6441,956,1180,251,285
6407,226055.5495475,4465,15530,350,3396,17861,211,n/e,n/e,5,2713,1889,102,n/e,10579,6557,921,610,255,293
6408,208434.118155,4468,15542,350,3415,18003,210,n/e,n/e,5,3727,1887,123,n/e,10593,6591,964,255,253,326
6409,199120.3285924,4460,15470,350,3432,18094,210,n/e,n/e,5,2884,1886,49,n/e,10517,6762,1635,82,256,349
6410,193568.0546361,4469,15467,350,3435,18245,211,n/e,n/e,5,3842,1883,95,n/e,10553,6741,1719,24,256,347
6411,196946.4956469,4467,15509,350,3448,18299,211,n/e,n/e,5,5366,1883,171,n/e,10593,6795,1823,0,254,313
6412,198308.0258357,4471,15580,350,3452,18287,211,n/e,n/e,5,5950,1879,212,n/e,10598,6873,2023,0,264,270
6413,202563.3845953,4472,15668,350,3670,18297,211,n/e,n/e,5,6393,1879,167,n/e,10598,6633,2068,0,264,270
6414,208618.7324179,4466,15760,350,3766,18398,210,n/e,n/e,5,5864,1877,143,n/e,10598,6584,1871,0,264,248
6415,220221.7388403,4475,15777,351,3521,18470,210,n/e,n/e,5,5153,1881,143,n/e,10597,6658,1888,0,254,223
6416,238946.2404535,4479,15782,350,3223,18442,210,n/e,n/e,5,4349,1878,185,n/e,10596,6674,1870,0,253,214
6417,251606.163531,4474,15799,351,2906,18395,211,n/e,n/e,5,3875,1875,239,n/e,10604,6476,924,0,254,207
6418,256073.8286928,4470,15731,350,2866,18237,211,n/e,n/e,5,2630,1873,169,n/e,10592,6493,878,0,259,198
6419,258810.7351401,4471,15751,350,2823,18165,211,n/e,n/e,5,1562,1873,113,n/e,10598,6509,1097,0,259,199
6420,252995.3858592,4480,15721,350,2769,18062,211,n/e,n/e,5,924,1873,74,n/e,10582,6352,874,0,254,198
6421,241124.6887556,4479,15780,350,2981,17950,211,n/e,n/e,5,1679,1876,159,n/e,10599,6012,247,0,258,200
6422,234307.8070985,4476,15804,350,3296,17924,211,n/e,n/e,5,760,1878,119,n/e,10600,5866,203,0,253,219
6423,231630.9002867,4471,15791,350,2972,17868,211,n/e,n/e,5,462,1878,82,n/e,10597,5885,210,0,253,217
6424,231760.1302707,4477,15781,350,2679,17494,211,n/e,n/e,5,291,1878,78,n/e,10594,6093,192,0,259,199
6425,237704.7095356,4474,15857,350,2726,17353,211,n/e,n/e,5,1103,1877,159,n/e,10607,5463,247,0,258,193
6426,244983.1268499,4479,15843,350,2495,16840,211,n/e,n/e,5,793,1879,111,n/e,10605,5654,199,0,259,226
6427,251924.6231344,4472,15822,350,2421,16205,211,n/e,n/e,5,614,1876,92,n/e,10602,5394,206,0,256,210
6428,242486.2189444,4470,15837,350,2319,15525,211,n/e,n/e,5,150,1873,59,n/e,10595,5403,199,0,264,158
6429,228506.3038873,4472,15897,350,2285,14845,211,n/e,n/e,5,305,1874,108,n/e,10609,4622,192,0,253,171
6430,218901.7468607,4472,15846,350,2034,14425,211,n/e,n/e,5,90,1876,87,n/e,10606,4761,160,0,255,170
6431,200781.8569584,4469,15813,350,1836,14050,211,n/e,n/e,5,84,1878,127,n/e,10607,4544,188,0,254,173
6432,189368.0801555,4470,15739,350,1747,13790,211,n/e,n/e,5,58,1877,68,n/e,10599,4276,162,0,262,163
6433,183635.8072929,4456,15772,476,1744,13792,211,n/e,n/e,5,105,1878,92,n/e,10611,4407,208,0,264,163
6434,181014.2847599,4457,15826,480,1741,13811,211,n/e,n/e,5,77,1882,88,n/e,10607,4549,180,0,259,172
6435,180455.8266146,4446,15842,473,1744,13629,211,n/e,n/e,5,80,1886,76,n/e,10612,4772,183,0,262,178
6436,180912.7469153,4444,15831,471,1752,13459,211,n/e,n/e,5,77,1894,24,n/e,10606,4921,180,0,265,214
6437,179869.67633,4431,15875,473,1749,13720,211,n/e,n/e,5,5,1896,51,n/e,10614,4797,109,0,253,225
6438,181286.5907976,4430,15815,460,1747,13597,211,n/e,n/e,5,5,1904,25,n/e,10611,4946,109,0,249,230
6439,186035.7927104,4433,15825,465,1632,13503,210,n/e,n/e,5,5,1904,24,n/e,10608,4980,109,0,248,245
6440,199600.3256759,4439,15831,467,1493,13368,210,n/e,n/e,5,5,1907,19,n/e,10606,4867,109,0,252,241
6441,207751.0453824,4437,15842,467,1611,13275,211,n/e,n/e,5,5,1910,32,n/e,10607,4671,109,0,259,262
6442,218144.8283828,4433,15860,465,1581,13237,211,n/e,n/e,5,5,1910,23,n/e,10610,4856,109,0,257,274
6443,227066.3126368,4437,15838,467,1698,13146,211,n/e,n/e,5,5,1909,22,n/e,10596,4934,109,0,268,251
6444,222824.799947,4429,15800,465,1694,13068,211,n/e,n/e,5,5,1908,20,n/e,10567,4864,109,0,258,316
6445,213644.855725,4440,15834,459,1282,13077,211,n/e,n/e,5,5,1913,40,n/e,10590,4722,109,0,264,296
6446,207991.0439241,4443,15828,469,1147,13157,211,n/e,n/e,5,5,1916,24,n/e,10600,4858,109,0,264,199
6447,206269.5159227,4433,15793,467,1160,13176,211,n/e,n/e,5,5,1912,34,n/e,10606,4879,109,0,257,233
6448,208327.9649539,4440,15786,467,1245,13220,211,n/e,n/e,5,5,1905,27,n/e,10613,4729,109,0,264,286
6449,215223.3076727,4437,15809,466,1214,13173,211,n/e,n/e,5,5,1903,29,n/e,10617,4592,109,0,259,344
6450,227606.3093558,4445,15837,465,1203,13213,211,n/e,n/e,5,5,1901,26,n/e,10615,4514,109,0,264,364
6451,240870.8441441,4430,15847,467,1263,13500,211,n/e,n/e,5,5,1902,23,n/e,10611,4596,109,0,264,269
6452,239435.4682502,4425,15859,466,1315,13510,211,n/e,n/e,5,8,1901,36,n/e,10596,4758,111,0,257,198
6453,229184.7613034,4438,15937,468,1712,14010,211,n/e,n/e,5,69,1896,26,n/e,10558,4914,164,0,258,205
6454,222824.799947,4443,15988,470,1907,14469,211,n/e,n/e,5,65,1896,28,n/e,10578,5300,169,0,253,174
6455,206089.5170164,4449,16034,469,1936,15106,211,n/e,n/e,5,58,1899,36,n/e,10611,5215,162,0,257,135
6456,196840.3424458,4463,15999,473,2029,15841,212,n/e,n/e,5,289,1899,33,n/e,10618,5051,165,0,266,147
6457,195580.3501016,4453,16017,474,2375,16413,211,n/e,n/e,5,108,1893,79,n/e,10606,5877,201,2,264,164
6458,196332.6532228,4448,16021,473,2549,17201,211,n/e,n/e,5,596,1892,145,n/e,10625,6138,198,3,261,154
6459,199521.8646142,4448,16023,474,2767,17595,211,n/e,n/e,5,1001,1892,78,n/e,10617,6277,192,24,259,160
6460,208900.2691688,4456,16030,479,3293,18176,211,n/e,n/e,5,1417,1889,102,n/e,10618,6505,373,84,257,210
6461,223798.6401837,4453,15979,473,3503,18507,209,n/e,n/e,5,2377,1886,99,n/e,10593,6713,1117,1903,259,248
6462,267570.681914,4447,16243,470,3530,18743,209,n/e,n/e,5,2426,1883,141,n/e,10615,6840,1146,638,261,326
6463,295885.8944842,4450,16304,471,3547,18798,209,n/e,n/e,5,2679,1883,153,n/e,10615,7031,1138,1163,258,275
6464,305753.5268355,4448,16270,466,3513,18744,209,n/e,n/e,5,3113,1884,219,n/e,10619,6783,1122,1348,266,231
6465,303995.0759815,4437,16346,456,3484,18535,209,n/e,n/e,5,4612,1882,234,n/e,10613,6881,1259,1776,259,230
6466,307073.5188151,4438,16371,456,3525,18413,209,n/e,n/e,5,4064,1883,234,n/e,10610,6931,1167,2487,258,224
6467,311711.9521701,4442,16362,456,3472,18431,210,n/e,n/e,5,3352,1891,221,n/e,10615,6918,1104,3389,253,250
6468,309584.2727904,4446,16356,456,3425,18432,211,n/e,n/e,5,3162,1895,219,n/e,10616,6911,1176,N/A,257,273
6469,308610.4325536,4449,16409,395,3454,18626,211,n/e,n/e,5,2658,1901,205,n/e,10610,6997,774,5797,264,282
6470,305688.9118435,4459,16552,395,3214,18594,211,n/e,n/e,5,2590,1908,235,n/e,10614,7138,680,6821,257,269
6471,305375.0675966,4448,16619,395,3106,18499,211,n/e,n/e,5,1989,1915,223,n/e,10608,7128,694,7868,258,278
6472,302430.4701035,4446,16572,395,3015,18453,211,n/e,n/e,5,1486,1917,167,n/e,10597,7084,574,8539,253,229
6473,305559.6818594,4449,16445,466,2909,18295,211,n/e,n/e,5,1823,1919,277,n/e,10619,6846,447,8958,253,202
6474,309699.6567047,4452,16442,457,2880,18210,211,n/e,n/e,5,1873,1923,166,n/e,10615,6871,243,9699,253,201
6475,317984.2217517,4449,16406,452,2884,18205,212,n/e,n/e,5,1445,1924,170,n/e,10616,6824,193,10199,253,212
6476,305430.4518754,4445,16319,456,2914,18155,211,n/e,n/e,5,1212,1924,137,n/e,10613,7126,167,10738,254,186
6477,287162.8705628,4446,16331,461,3217,18020,212,n/e,n/e,5,706,1926,138,n/e,10610,7001,159,11114,258,155
6478,268673.7521348,4421,16341,458,3233,17904,211,n/e,n/e,5,657,1926,123,n/e,10602,6673,153,11669,243,142
6479,247563.1111738,4397,16342,451,2985,17799,210,n/e,n/e,5,807,1922,171,n/e,10601,6822,173,12028,255,156
6480,231732.4381313,4419,16293,454,2921,17634,210,n/e,n/e,5,555,1924,170,n/e,10600,6775,153,12130,257,196
6481,226687.8533979,4440,16238,474,2880,17868,210,n/e,n/e,5,536,1927,202,n/e,10599,6739,296,12162,256,213
6482,222538.6478395,4421,16227,471,2814,17995,209,n/e,n/e,5,102,1923,112,n/e,10592,7070,206,11920,253,248
6483,223120.1827676,4422,16197,459,2739,18117,211,n/e,n/e,5,82,1925,171,n/e,10600,6911,185,11642,258,308
6484,231067.8267849,4434,16214,464,2754,18044,243,n/e,n/e,5,57,1926,118,n/e,10597,6787,160,11282,249,338
6485,243196.9838565,4419,16255,471,2675,17788,482,n/e,n/e,5,69,1939,106,n/e,10595,6525,163,10799,232,321
6486,278315.232014,4404,16327,469,2644,17537,454,n/e,n/e,5,61,1947,85,n/e,10591,6504,146,10527,216,315
6487,304345.843081,4406,16354,476,2677,17441,642,n/e,n/e,5,71,1946,99,n/e,10593,6461,175,10208,252,319
6488,313701.1708527,4415,16326,476,2671,17343,763,n/e,n/e,5,56,1945,74,n/e,10581,6311,159,9890,255,324
6489,315441.1602804,4426,16408,473,2538,17421,770,n/e,n/e,5,82,1952,137,n/e,10584,6348,186,9452,260,337
6490,320568.8214321,4423,16419,475,2582,17591,686,n/e,n/e,5,55,1955,84,n/e,10577,6026,155,8978,252,345
6491,324948.7948191,4425,16396,465,2581,17471,211,n/e,n/e,5,157,1954,44,n/e,10576,5918,145,8508,252,438
6492,321768.8141408,4429,16289,456,2563,17444,211,n/e,n/e,5,221,1952,47,n/e,10551,5752,151,8196,253,453
6493,318708.8327335,4438,16399,464,2516,17266,212,n/e,n/e,5,154,1952,125,n/e,10583,5804,192,7627,253,367
6494,315611.9284736,4444,16461,472,2478,17274,211,n/e,n/e,5,250,1956,64,n/e,10586,5641,167,7158,253,328
6495,310073.500587,4424,16498,475,2395,17365,211,n/e,n/e,5,191,1950,84,n/e,10587,5939,175,6558,255,460
6496,305093.5308457,4431,16481,469,2435,17560,211,n/e,n/e,5,113,1930,72,n/e,10590,6153,170,5834,257,471
6497,305818.1418275,4430,16528,470,2638,17668,211,n/e,n/e,5,115,1926,40,n/e,10565,6090,181,5249,255,400
6498,307576.5926815,4434,16570,472,2706,17622,211,n/e,n/e,5,181,1932,40,n/e,10580,6269,175,4528,259,359
6499,314675.0110894,4434,16576,479,2759,17961,211,n/e,n/e,5,247,1932,45,n/e,10581,6383,169,3722,260,382
6500,300524.3278392,4433,16589,475,2781,18185,211,n/e,n/e,5,661,1925,68,n/e,10582,6415,179,2888,253,300
6501,282016.7479849,4431,16550,473,2842,18207,211,n/e,n/e,5,286,1915,97,n/e,10576,6471,290,2098,246,322
6502,263670.7056106,4431,16537,466,3119,18518,212,n/e,n/e,5,524,1913,152,n/e,10583,6665,321,1416,252,386
6503,240635.460959,4432,16540,468,3147,18622,211,n/e,n/e,5,1224,1911,109,n/e,10588,6604,319,785,247,415
6504,224934.0179005,4445,16551,477,3138,18654,211,n/e,n/e,5,2412,1911,155,n/e,10587,6721,573,287,241,398
6505,221472.5004714,4443,16522,472,3083,18605,535,n/e,n/e,5,2520,1907,118,n/e,10535,7100,1579,77,243,406
6506,218403.2883509,4453,16525,471,3099,18535,1569,n/e,n/e,5,3713,1908,157,n/e,10567,7142,1625,25,249,424
6507,221786.3447183,4459,16558,474,3168,18568,1536,n/e,n/e,5,4663,1905,104,n/e,10584,7021,1675,0,253,434
6508,227929.3843158,4458,16525,477,3206,18715,1536,n/e,n/e,5,5263,1903,156,n/e,10592,6918,1703,0,260,514
6509,239486.2371725,4450,16517,480,3382,18806,1535,n/e,n/e,5,5247,1901,118,n/e,10581,6937,1681,0,259,511
6510,276930.6250424,4456,16553,477,3362,18843,278,n/e,n/e,5,4640,1904,91,n/e,10587,6947,1671,0,254,466
6511,299485.8726105,4460,16549,471,3016,18825,210,n/e,n/e,5,4315,1905,74,n/e,10579,6894,1662,0,264,501
6512,304359.6891507,4466,16506,463,2878,18598,210,n/e,n/e,5,3401,1906,33,n/e,10573,6874,1666,0,261,566
6513,302707.3914978,4462,16566,471,2868,18398,209,n/e,n/e,5,3464,1903,206,n/e,10593,6745,771,0,261,618
6514,303625.8474557,4460,16534,470,2830,18234,209,n/e,n/e,5,1881,1901,89,n/e,10595,6818,487,0,261,695
6515,305882.7568195,4452,16535,467,2826,18050,209,n/e,n/e,5,766,1895,47,n/e,10594,6602,468,0,257,797
6516,300127.407174,4454,16535,459,2786,17668,211,n/e,n/e,5,470,1893,38,n/e,10586,6459,449,0,246,979
6517,296282.8151494,4452,16580,450,2762,17401,210,n/e,n/e,5,984,1892,67,n/e,10597,5837,206,0,253,1123
6518,290347.4665976,4451,16550,458,2375,17313,209,n/e,n/e,5,595,1892,42,n/e,10590,5771,162,0,257,1166
6519,286885.9491685,4448,16518,457,1996,17208,210,n/e,n/e,5,122,1891,38,n/e,10574,5864,147,0,257,1178
6520,282482.8989987,4450,16526,459,1682,16920,210,n/e,n/e,5,124,1890,37,n/e,10571,5803,151,0,262,1290
6521,285159.8058105,4446,16499,460,1379,16417,210,n/e,n/e,5,808,1890,54,n/e,10586,5470,170,0,262,1402
6522,291621.3050115,4448,16500,467,1130,15694,209,n/e,n/e,5,705,1899,32,n/e,10569,5467,158,0,259,1507
6523,305010.4544274,4459,16392,472,884,14893,210,n/e,n/e,5,701,1902,37,n/e,10554,5386,157,0,264,1644
6524,296047.4319642,4461,16515,463,871,13978,210,n/e,n/e,5,324,1908,14,n/e,10516,5217,159,0,260,1684
6525,277327.5457076,4441,16506,457,865,13136,210,n/e,n/e,5,902,1907,47,n/e,10563,4855,225,0,264,1678
6526,259503.0386259,4439,16454,454,871,12358,209,n/e,n/e,5,847,1910,31,n/e,10548,5024,200,0,264,1623
6527,237243.1738784,4449,16502,461,879,11419,210,n/e,n/e,5,415,1909,44,n/e,10553,5023,206,0,264,1652
6528,223443.2577277,4443,16444,468,841,10784,209,n/e,n/e,5,99,1912,11,n/e,10523,5005,203,0,261,1661
6529,219095.5918367,4435,16440,482,787,10604,210,n/e,n/e,5,493,1918,59,n/e,10562,4263,198,0,255,1664
6530,216174.0711265,4434,16386,478,777,10252,211,n/e,n/e,5,241,1921,35,n/e,10544,4311,168,0,264,1721
6531,218670.9790321,4438,16383,474,778,10161,210,n/e,n/e,5,155,1920,49,n/e,10562,4358,187,0,264,1803
6532,225201.7085817,4434,16346,478,780,9907,210,n/e,n/e,5,92,1923,49,n/e,10539,4078,170,0,263,1844
6533,238863.1640352,4424,16324,478,762,9815,210,n/e,n/e,5,4,1922,82,n/e,10555,4037,108,0,259,1884
6534,273182.9555058,4419,16300,471,759,9723,210,n/e,n/e,5,4,1921,26,n/e,10549,3914,108,0,257,1871
6535,294505.9028691,4433,16265,476,766,9670,210,n/e,n/e,5,39,1924,24,n/e,10551,3769,108,0,257,1887
6536,299965.869694,4432,16275,472,767,9690,210,n/e,n/e,5,4,1922,23,n/e,10553,4051,108,0,261,1934
6537,299730.4865088,4426,16272,475,753,10029,210,n/e,n/e,5,4,1916,58,n/e,10567,3807,108,0,256,1958
6538,300201.2528792,4428,16236,472,725,10026,210,n/e,n/e,5,4,1917,26,n/e,10547,4047,108,0,261,1896
6539,303288.9264259,4430,16189,473,725,10029,210,n/e,n/e,5,4,1923,38,n/e,10562,4059,108,0,253,1854
6540,299495.1033236,4425,16135,476,721,9798,210,n/e,n/e,5,5,1913,26,n/e,10553,3891,109,0,257,1875
6541,297542.8074936,4425,16095,474,728,9452,209,n/e,n/e,5,6,1908,35,n/e,10562,4046,109,0,256,1862
6542,296088.9701734,4433,16086,463,725,9305,210,n/e,n/e,5,6,1908,13,n/e,10534,4016,109,0,266,1884
6543,294879.7467515,4439,16061,461,731,9271,209,n/e,n/e,5,6,1902,15,n/e,10548,4026,110,0,264,1926
6544,291948.9953282,4440,16050,475,730,9233,209,n/e,n/e,5,6,1897,13,n/e,10536,3913,110,0,261,1963
6545,294256.6736142,4437,16079,470,734,9179,210,n/e,n/e,5,6,1891,16,n/e,10532,4553,110,0,264,1985
6546,298992.0294573,4431,16093,468,740,9305,210,n/e,n/e,5,6,1888,15,n/e,10493,4556,110,0,257,2016
6547,309228.8903343,4434,16097,468,746,9321,210,n/e,n/e,5,6,1882,18,n/e,10437,4824,110,0,257,2040
6548,296421.2758466,4449,16078,467,747,9444,211,n/e,n/e,5,6,1876,16,n/e,10413,4765,109,0,253,2046
6549,278038.3106197,4441,16119,459,760,9701,210,n/e,n/e,5,73,1879,20,n/e,10443,4930,177,0,260,2020
6550,260444.5713666,4438,16183,441,767,9820,210,n/e,n/e,5,69,1875,81,n/e,10499,4873,173,0,236,1961
6551,238853.9333221,4446,16215,439,769,10181,209,n/e,n/e,5,57,1874,64,n/e,10516,4404,161,0,235,1944
6552,222958.6452876,4447,16238,432,765,11101,209,n/e,n/e,5,67,1869,75,n/e,10526,4366,157,0,248,1982
6553,215855.6115231,4427,16257,411,820,12136,209,n/e,n/e,5,74,1865,130,n/e,10536,5187,177,2,243,2066
6554,214604.849892,4426,16284,392,826,12984,210,n/e,n/e,5,542,1865,176,n/e,10530,5330,160,4,246,2098
6555,217046.3735187,4427,16269,374,830,14093,209,n/e,n/e,5,515,1859,168,n/e,10510,5615,159,25,258,2098
6556,223881.716602,4432,16298,352,833,15106,209,n/e,n/e,5,916,1851,78,n/e,10517,5840,164,118,264,2124
6557,236237.0261457,4429,16184,352,824,15755,210,n/e,n/e,5,1396,1846,118,n/e,10537,6069,215,450,259,2206
6558,270492.2026242,4432,16236,345,841,16090,209,n/e,n/e,5,1356,1840,138,n/e,10565,6157,242,1032,255,2170
6559,293804.3686702,4420,16289,357,845,16120,209,n/e,n/e,5,1185,1837,126,n/e,10564,6267,233,1886,253,1974
6560,303367.3874877,4422,16266,350,846,15989,211,n/e,n/e,5,1440,1838,91,n/e,10563,6275,244,2838,253,2015
6561,304631.9951884,4414,16164,353,837,15950,211,n/e,n/e,5,2508,1829,100,n/e,10566,6246,296,3915,262,2019
6562,309095.0449937,4403,16197,352,845,15930,209,n/e,n/e,5,2303,1821,79,n/e,10564,6284,352,4871,258,2003
6563,312210.4106799,4408,16200,364,848,15901,209,n/e,n/e,5,1737,1818,33,n/e,10561,6263,240,6004,253,1984
6564,306690.4442196,4387,16202,360,840,15424,209,n/e,n/e,5,1083,1813,42,n/e,10564,6337,270,7245,267,1983
6565,297192.0403941,4371,16069,371,842,15084,209,n/e,n/e,5,1361,1804,35,n/e,10565,6095,159,8558,254,2004
6566,287047.4866485,4383,16001,361,848,15038,210,n/e,n/e,5,999,1808,37,n/e,10564,6036,172,9717,255,1975
6567,281735.211234,4383,15979,360,860,14640,209,n/e,n/e,5,922,1804,39,n/e,10560,6046,157,10766,264,1975
6568,276044.4765805,4392,15925,376,842,14422,210,n/e,n/e,5,581,1804,35,n/e,10542,6029,148,11790,263,1959
6569,279792.1461171,4381,15912,386,823,14731,209,n/e,n/e,5,905,1803,41,n/e,10549,5716,200,12853,256,1956
6570,284578.2708824,4388,15933,374,815,14644,210,n/e,n/e,5,435,1802,42,n/e,10548,5688,172,13766,256,1953
6571,298447.4173818,4389,15819,359,826,14367,210,n/e,n/e,5,286,1800,44,n/e,10558,5604,182,14557,262,1925
6572,288141.3261561,4393,15753,365,825,14031,209,n/e,n/e,5,142,1784,37,n/e,10555,5551,166,15406,258,1887
6573,269656.8230847,4383,15711,381,840,13287,222,n/e,n/e,5,94,1764,52,n/e,10535,5447,178,16044,253,1854
6574,254213.8399942,4387,15671,392,838,12880,285,n/e,n/e,5,152,1761,67,n/e,10494,5417,157,16601,263,1843
6575,232812.4315692,4388,15599,395,834,12737,240,n/e,n/e,5,68,1755,62,n/e,10467,5174,162,17186,257,1820
6576,215227.9230292,4394,15527,392,837,12188,266,n/e,n/e,5,62,1763,46,n/e,10478,5098,155,17617,258,1810
6577,206767.9744325,4376,15156,369,824,11652,209,n/e,n/e,5,56,1778,45,n/e,10472,4988,159,17965,260,1760
6578,202480.308177,4365,15157,364,815,11379,209,n/e,n/e,5,48,1779,51,n/e,10506,5029,152,18048,260,1723
6579,202554.1538821,4349,15115,367,812,11158,210,n/e,n/e,5,43,1781,37,n/e,10448,5225,146,18050,250,1722
6580,206140.2859387,4344,15077,363,839,11036,210,n/e,n/e,5,42,1781,41,n/e,10416,5071,146,18003,263,1668
6581,205637.2120723,4309,15246,352,831,10869,209,n/e,n/e,5,55,1776,49,n/e,10413,4727,159,17883,256,1587
6582,212971.0136655,4314,15135,343,835,10754,209,n/e,n/e,5,44,1775,36,n/e,10347,4703,148,17724,253,1515
6583,224638.6350799,4326,15207,328,836,10632,211,n/e,n/e,5,45,1774,42,n/e,10347,5419,149,17364,245,1463
6584,240607.7688195,4339,15149,321,834,10532,211,n/e,n/e,5,44,1776,34,n/e,10312,5516,148,16835,245,1477
6585,255049.2195338,4349,15186,329,833,10109,212,n/e,n/e,5,62,1782,48,n/e,10294,5705,166,16447,255,1491
6586,262683.0193041,4339,15301,334,835,9933,211,n/e,n/e,5,56,1786,57,n/e,10345,5695,159,15881,253,1534
6587,267261.4530237,4355,15302,325,836,10035,212,n/e,n/e,5,58,1788,40,n/e,10329,5318,162,15208,238,1584
6588,263481.4759911,4375,15280,354,834,10082,212,n/e,n/e,5,42,1793,39,n/e,10320,4738,145,14351,244,1611
6589,253775.3811199,4390,15508,332,829,10035,211,n/e,n/e,5,83,1797,42,n/e,10337,4826,187,13408,244,1630
6590,245089.2800511,4394,15569,321,830,9980,212,n/e,n/e,5,44,1803,44,n/e,10345,4830,147,12347,242,1610
6591,239629.3132262,4403,15566,340,830,9906,211,n/e,n/e,5,42,1808,54,n/e,10375,5086,145,11070,236,1550
