timestep,biomass,brown coal/ lignite
4961,4484,9560
4962,4491,9571
4963,4494,9574
4964,4496,9551
4965,4490,9965
4966,4487,10665
4967,4488,11431
4968,4480,12100
4969,4481,12555
4970,4475,13033
4971,4480,13358
4972,4490,13506
4973,4477,13506
4974,4473,13382
4975,4481,13284
4976,4470,12949
4977,4476,12527
4978,4469,12085
4979,4479,11311
4980,4489,10470
4981,4470,10099
4982,4468,9788
4983,4466,9650
4984,4469,9597
4985,4466,9517
4986,4469,9452
4987,4468,9448
4988,4473,9487
4989,4477,9472
4990,4489,9361
4991,4488,9214
4992,4485,8966
4993,4464,8354
4994,4468,8230
4995,4467,8201
4996,4461,8199
4997,4446,8088
4998,4449,8108
4999,4444,8112
5000,4446,8114
5001,4434,8142
5002,4437,8136
5003,4436,8198
5004,4434,8374
5005,4428,8417
5006,4423,8535
5007,4421,8580
5008,4429,8604
5009,4436,8676
5010,4440,8744
5011,4440,8740
5012,4443,8716
5013,4446,8781
5014,4451,8862
5015,4448,8944
5016,4446,9322
5017,4408,10750
5018,4442,12234
5019,4437,13441
5020,4437,14206
5021,4440,14731
5022,4446,14980
5023,4446,15007
5024,4448,15109
5025,4447,15348
5026,4455,15501
5027,4455,15602
5028,4480,15623
5029,4473,15744
5030,4483,15709
5031,4486,15754
5032,4495,15655
5033,4495,15483
5034,4499,15425
5035,4507,15495
5036,4507,15729
5037,4502,16046
5038,4486,16187
5039,4470,16291
5040,4463,16435
5041,4461,16483
5042,4473,16439
5043,4445,16491
5044,4459,16587
5045,4470,16765
5046,4501,16740
5047,4515,16716
5048,4518,16730
5049,4484,16815
5050,4478,16829
5051,4475,16816
5052,4479,16807
5053,4477,16793
5054,4485,16784
5055,4484,16776
5056,4476,16749
5057,4471,16826
5058,4476,16910
5059,4469,16980
5060,4467,17006
5061,4476,16983
5062,4475,17025
5063,4477,17079
5064,4471,17078
5065,4466,17035
5066,4461,17047
5067,4457,17014
5068,4457,17029
5069,4453,17044
5070,4449,17050
5071,4454,17070
5072,4446,17037
5073,4423,17103
5074,4430,17042
5075,4423,17007
5076,4430,17002
5077,4442,17040
5078,4453,16989
5079,4457,17005
5080,4462,16962
5081,4464,16998
5082,4465,16942
5083,4461,16950
5084,4462,16936
5085,4458,17002
5086,4458,16941
5087,4456,16909
5088,4460,16794
5089,4468,16171
5090,4465,15971
5091,4469,15921
5092,4474,15804
5093,4473,15882
5094,4474,15822
5095,4476,15898
5096,4477,16022
5097,4460,16444
5098,4461,16511
5099,4460,16514
5100,4458,16572
5101,4455,16603
5102,4463,16594
5103,4469,16566
5104,4471,16559
5105,4470,16536
5106,4469,16580
5107,4480,16620
5108,4484,16673
5109,4480,16749
5110,4485,16938
5111,4482,16985
5112,4478,17162
5113,4479,17255
5114,4477,17382
5115,4481,17373
5116,4485,17356
5117,4484,17309
5118,4483,17300
5119,4485,17277
5120,4511,17318
5121,4515,17368
5122,4517,17378
5123,4508,17402
5124,4462,17298
5125,4464,16992
5126,4478,17010
5127,4488,16997
5128,4492,16959
5129,4490,16657
5130,4443,16515
5131,4429,16569
5132,4427,16519
5133,4416,16765
5134,4416,16868
5135,4415,16941
5136,4421,16981
5137,4439,16744
5138,4444,16557
5139,4443,16585
5140,4455,16615
5141,4433,16520
5142,4428,16518
5143,4432,16324
5144,4438,15554
5145,4438,15838
5146,4441,15921
5147,4425,15944
5148,4427,16065
5149,4434,16537
5150,4448,16624
5151,4461,16590
5152,4462,16569
5153,4448,16978
5154,4433,17112
5155,4416,17145
5156,4443,17177
5157,4461,17135
5158,4438,17209
5159,4455,17229
5160,4477,17197
5161,4477,17159
5162,4479,17169
5163,4475,17170
5164,4475,17116
5165,4462,17143
5166,4453,17140
5167,4435,17104
5168,4439,17076
5169,4461,17055
5170,4469,16976
5171,4469,16823
5172,4480,16757
5173,4479,16390
5174,4481,16115
5175,4480,16041
5176,4481,15902
5177,4477,15681
5178,4467,15554
5179,4463,15539
5180,4467,15434
5181,4464,15454
5182,4467,15422
5183,4465,15461
5184,4466,15476
5185,4431,15861
5186,4433,15976
5187,4429,15974
5188,4438,15935
5189,4418,15956
5190,4417,15956
5191,4421,15947
5192,4424,15888
5193,4419,15753
5194,4418,15778
5195,4417,15754
5196,4420,15733
5197,4424,15849
5198,4427,15890
5199,4427,15893
5200,4429,15840
5201,4435,15748
5202,4441,15784
5203,4440,15779
5204,4442,15699
5205,4444,15585
5206,4451,15601
5207,4462,15590
5208,4454,15630
5209,4447,15746
5210,4445,15822
5211,4443,15797
5212,4429,15753
5213,4432,15419
5214,4453,15219
5215,4453,15105
5216,4451,15065
5217,4447,14907
5218,4458,14887
5219,4432,14937
5220,4449,14913
5221,4437,14665
5222,4428,14670
5223,4417,14701
5224,4410,14675
5225,4409,14614
5226,4414,14631
5227,4422,14646
5228,4441,14614
5229,4450,14603
5230,4452,14592
5231,4448,14547
5232,4451,14546
5233,4441,14523
5234,4455,14510
5235,4468,14432
5236,4443,14026
5237,4456,13309
5238,4481,13293
5239,4481,13445
5240,4480,13551
5241,4469,13756
5242,4472,13838
5243,4456,14041
5244,4463,14254
5245,4459,14711
5246,4461,14865
5247,4458,14942
5248,4458,14942
5249,4445,14959
5250,4447,15173
5251,4448,15494
5252,4452,15572
5253,4448,15580
5254,4453,15680
5255,4451,15543
5256,4454,15428
5257,4456,15261
5258,4456,15347
5259,4453,15337
5260,4458,15368
5261,4455,15384
5262,4454,15297
5263,4450,15325
5264,4452,15344
5265,4449,15297
5266,4452,15238
5267,4436,15093
5268,4437,15055
5269,4458,15076
5270,4460,15090
5271,4460,15074
5272,4461,15017
5273,4461,14933
5274,4462,14959
5275,4458,14976
5276,4460,14968
5277,4459,14974
5278,4460,14922
5279,4443,14928
5280,4446,14896
5281,4413,14882
5282,4414,14720
5283,4413,14606
5284,4415,14543
5285,4411,14512
5286,4416,14520
5287,4417,14519
5288,4419,14539
5289,4413,14572
5290,4409,14547
5291,4406,14586
5292,4409,14578
5293,4408,14644
5294,4408,14654
5295,4409,14624
5296,4416,14604
5297,4423,14632
5298,4429,14626
5299,4427,14635
5300,4432,14697
5301,4434,14733
5302,4440,14721
5303,4443,14756
5304,4444,14789
5305,4434,14885
5306,4429,14922
5307,4427,14907
5308,4434,14906
5309,4433,15043
5310,4434,15176
5311,4433,15150
5312,4420,15247
5313,4405,15268
5314,4407,15286
5315,4424,15106
5316,4454,15146
5317,4455,15175
5318,4459,15183
5319,4457,15175
5320,4460,15169
5321,4441,15168
5322,4424,15131
5323,4446,15119
5324,4458,15125
5325,4446,15102
5326,4441,15074
5327,4440,15038
5328,4443,15042
5329,4449,15056
5330,4447,15124
5331,4435,15207
5332,4437,15206
5333,4414,15233
5334,4413,15221
5335,4410,15245
5336,4398,15295
5337,4402,15406
5338,4408,15568
5339,4406,15539
5340,4404,15518
5341,4423,15479
5342,4423,15534
5343,4431,15624
5344,4432,15780
5345,4421,15761
5346,4426,15763
5347,4424,15777
5348,4420,15818
5349,4414,15928
5350,4419,15952
5351,4414,15956
5352,4423,15954
5353,4429,15886
5354,4429,15985
5355,4431,15953
5356,4413,16017
5357,4405,16076
5358,4405,16135
5359,4405,16126
5360,4424,16154
5361,4431,16187
5362,4434,16162
5363,4426,16065
5364,4438,15983
5365,4436,16003
5366,4438,15850
5367,4441,15784
5368,4446,15743
5369,4446,15727
5370,4431,15671
5371,4424,15359
5372,4428,15207
5373,4424,15179
5374,4423,15234
5375,4422,15222
5376,4421,15176
5377,4433,15146
5378,4437,15118
5379,4434,15077
5380,4417,15004
5381,4419,14953
5382,4425,14989
5383,4419,14845
5384,4420,14785
5385,4419,14754
5386,4419,14800
5387,4418,14846
5388,4423,14913
5389,4426,14961
5390,4423,14946
5391,4428,14958
5392,4438,14868
5393,4435,14890
5394,4439,14904
5395,4323,14942
5396,4310,14970
5397,4408,14950
5398,4432,14990
5399,4431,15004
5400,4431,15035
5401,4425,15107
5402,4429,15141
5403,4409,15126
5404,4402,15161
5405,4416,15169
5406,4405,15215
5407,4402,15209
5408,4404,15196
5409,4404,15175
5410,4414,15165
5411,4411,15133
5412,4391,15105
5413,4399,15063
5414,4400,15063
5415,4401,15013
5416,4400,14961
5417,4382,14945
5418,4382,14947
5419,4382,14946
5420,4383,14926
5421,4380,14888
5422,4385,14825
5423,4380,14818
5424,4399,14808
5425,4413,14801
5426,4415,14800
5427,4428,14811
5428,4437,14849
5429,4424,14871
5430,4419,14876
5431,4416,14870
5432,4432,14831
5433,4433,14749
5434,4432,14771
5435,4432,14737
5436,4437,14469
5437,4448,14559
5438,4453,14542
5439,4457,14566
5440,4459,14583
5441,4447,14646
5442,4437,14689
5443,4441,14668
5444,4438,14663
5445,4430,14601
5446,4431,14645
5447,4425,14642
5448,4432,14650
5449,4449,14601
5450,4448,14596
5451,4443,14640
5452,4461,14716
5453,4459,14735
5454,4463,14440
5455,4462,14394
5456,4457,14403
5457,4450,14415
5458,4439,14339
5459,4441,14246
5460,4444,14257
5461,4441,14258
5462,4445,14259
5463,4444,14234
5464,4445,14209
5465,4441,14203
5466,4458,14236
5467,4458,14200
5468,4462,14198
5469,4463,14244
5470,4464,14183
5471,4463,14206
5472,4464,14161
5473,4477,14118
5474,4477,14128
5475,4483,14099
5476,4486,14034
5477,4482,13968
5478,4484,13980
5479,4486,14029
5480,4487,13997
5481,4468,14010
5482,4468,14015
5483,4467,14015
5484,4471,13976
5485,4461,13990
5486,4460,13881
5487,4460,13886
5488,4463,13934
5489,4459,13951
5490,4466,13960
5491,4468,13956
5492,4469,14007
5493,4465,13953
5494,4466,13976
5495,4467,14087
5496,4464,14104
5497,4459,14241
5498,4449,14380
5499,4425,14416
5500,4426,14443
5501,4437,14479
5502,4442,14467
5503,4441,14504
5504,4443,14628
5505,4442,14676
5506,4444,14640
5507,4444,14677
5508,4452,14674
5509,4449,14725
5510,4447,14707
5511,4450,14977
5512,4452,15000
5513,4449,14998
5514,4442,15010
5515,4449,15023
5516,4447,14952
5517,4449,14832
5518,4454,14788
5519,4451,14796
5520,4457,14692
5521,4428,14053
5522,4437,13765
5523,4433,13753
5524,4432,13973
5525,4416,14133
5526,4419,14110
5527,4418,14085
5528,4418,14138
5529,4415,14465
5530,4413,14524
5531,4438,14506
5532,4449,14616
5533,4447,14793
5534,4449,14846
5535,4450,14869
5536,4445,14923
5537,4453,14892
5538,4462,14902
5539,4462,14984
5540,4467,15062
5541,4465,15030
5542,4473,15059
5543,4480,15055
5544,4477,15046
5545,4479,15059
5546,4484,15109
5547,4478,15119
5548,4482,15119
5549,4476,15099
5550,4477,15100
5551,4473,15072
5552,4475,15082
5553,4472,15065
5554,4481,15032
5555,4478,15034
5556,4477,15068
5557,4474,15003
5558,4479,14792
5559,4480,14770
5560,4483,14756
5561,4477,14805
5562,4474,14743
5563,4468,14762
5564,4473,14746
5565,4473,14705
5566,4469,14672
5567,4469,14614
5568,4471,14643
5569,4470,14630
5570,4466,14661
5571,4463,14658
5572,4458,14668
5573,4451,14586
5574,4454,14663
5575,4455,14747
5576,4455,14756
5577,4455,14755
5578,4461,14725
5579,4458,14677
5580,4472,14724
5581,4462,14682
5582,4461,14659
5583,4459,14675
5584,4468,14657
5585,4458,14903
5586,4464,15068
5587,4466,15145
5588,4472,15170
5589,4472,15194
5590,4474,15168
5591,4473,15022
5592,4473,14615
5593,4463,14378
5594,4463,14242
5595,4475,14281
5596,4479,14321
5597,4479,14278
5598,4479,14292
5599,4468,14261
5600,4475,14265
5601,4480,14486
5602,4481,14573
5603,4485,14808
5604,4494,14966
5605,4483,15147
5606,4480,15207
5607,4474,15281
5608,4468,15354
5609,4472,15478
5610,4484,15428
5611,4489,15431
5612,4486,15457
5613,4492,15453
5614,4497,15482
5615,4493,15434
5616,4496,15455
5617,4476,15499
5618,4475,15484
5619,4475,15531
5620,4480,15513
5621,4468,15664
5622,4478,15782
5623,4477,15855
5624,4479,15838
5625,4480,15740
5626,4486,15855
5627,4482,15938
5628,4484,15927
5629,4499,15893
5630,4508,15868
5631,4504,15799
5632,4497,15782
5633,4485,15786
5634,4487,15829
5635,4485,15884
5636,4484,15955
5637,4480,16015
5638,4484,16064
5639,4483,16129
5640,4498,16137
5641,4497,16159
5642,4498,16231
5643,4494,16201
5644,4503,16232
5645,4491,15951
5646,4490,15765
5647,4485,15725
5648,4486,15730
5649,4474,15640
5650,4492,15658
5651,4500,15601
5652,4505,15540
5653,4502,15456
5654,4504,15411
5655,4501,15401
5656,4486,15369
5657,4475,15324
5658,4477,15286
5659,4475,15282
5660,4475,15236
5661,4478,15155
5662,4480,15269
5663,4477,15383
5664,4485,15558
5665,4504,15822
5666,4503,15840
5667,4502,15888
5668,4506,16034
5669,4496,16358
5670,4500,16477
5671,4505,16553
5672,4509,16555
5673,4503,16612
5674,4506,16595
5675,4507,16601
5676,4491,16566
5677,4494,16536
5678,4511,16605
5679,4518,16611
5680,4520,16557
5681,4516,16555
5682,4517,16530
5683,4524,16561
5684,4526,16472
5685,4525,16037
5686,4529,15845
5687,4524,15842
5688,4524,15866
5689,4522,16085
5690,4523,16249
5691,4523,16275
5692,4530,16286
5693,4524,16500
5694,4516,16745
5695,4529,16862
5696,4527,17123
5697,4513,17342
5698,4518,17271
5699,4492,17192
5700,4505,16970
5701,4488,17252
5702,4488,17238
5703,4505,17213
5704,4509,17231
5705,4506,17057
5706,4508,16971
5707,N/A,N/A,N/A
5708,4499,16895
5709,4504,16600
5710,4510,16115
5711,4497,15906
5712,4508,15959
5713,4491,15598
5714,4484,15084
5715,4478,14825
5716,4491,14747
5717,4489,14744
5718,4492,14719
5719,4493,14721
5720,4502,14657
5721,4483,14386
5722,4485,14389
5723,4473,14336
5724,4479,14404
5725,4476,14609
5726,4469,14939
5727,4460,15061
5728,4466,15165
5729,4470,15346
5730,4478,15412
5731,4490,15450
5732,4500,15530
5733,4505,15780
5734,4508,15961
5735,4508,15975
5736,4512,16057
5737,4518,16242
5738,4519,16492
5739,4511,16513
5740,4508,16511
5741,4488,N/A
5742,4495,16499
5743,4505,16481
5744,4508,16492
5745,4500,16448
5746,4503,16397
5747,4507,16374
5748,4514,16329
5749,4512,16126
5750,4514,15965
5751,4514,15900
5752,4514,15874
5753,4526,15974
5754,4531,15960
5755,4529,15927
5756,4530,15935
5757,4528,16055
5758,4531,15879
5759,4533,15804
5760,4534,15856
5761,4505,16273
5762,4504,16412
5763,4502,16407
5764,4500,16394
5765,4496,16414
5766,4498,16388
5767,4494,16345
5768,4498,16286
5769,4462,16373
5770,4460,16359
5771,4460,16368
5772,4464,16355
5773,4459,16367
5774,4453,16317
5775,N/A,N/A,16305
5776,4431,16318
5777,4433,16266
5778,4450,16363
5779,4462,16432
5780,4457,16501
5781,4467,16596
5782,4474,16766
5783,4470,16792
5784,4477,16859
5785,4474,16921
5786,4475,17025
5787,4451,17059
5788,4451,17087
5789,4461,17100
5790,4464,17139
5791,4454,17138
5792,4458,17149
5793,4444,17148
5794,4447,17168
5795,4458,17161
5796,4464,17136
5797,4466,17116
5798,4476,17096
5799,4483,17081
5800,4486,17078
5801,4455,17160
5802,4473,17157
5803,4474,17122
5804,4470,17147
5805,4474,17126
5806,4493,17133
5807,4494,17122
5808,4493,17161
5809,4477,17041
5810,4484,17101
5811,4483,17082
5812,4476,17091
5813,4469,17139
5814,4469,17130
5815,4467,17147
5816,4479,17083
5817,4484,17022
5818,4478,17082
5819,4482,16987
5820,4490,16844
5821,4486,16914
5822,4476,16930
5823,4464,16943
5824,4459,16920
5825,4462,16938
5826,4461,16929
5827,4458,16958
5828,4458,16953
5829,4481,16938
5830,4478,16912
5831,4470,16919
5832,4486,16999
5833,4480,16398
5834,4504,16292
5835,4504,16292
5836,4501,16323
5837,4491,16354
5838,4499,16340
5839,4503,16307
5840,4499,16306
5841,4502,16262
5842,4499,16243
5843,4501,16146
5844,4507,16137
5845,4504,16035
5846,4505,16050
5847,4501,16061
5848,4509,16039
5849,4469,16030
5850,4486,15970
5851,4485,15869
5852,4488,15697
5853,4486,15953
5854,4487,15995
5855,4473,15957
5856,4474,15753
5857,4475,15219
5858,4477,14977
5859,4475,14903
5860,4477,15162
5861,4476,15513
5862,4483,15541
5863,4476,15539
5864,4479,15566
5865,4485,15605
5866,4486,15586
5867,4487,15426
5868,4488,15030
5869,4488,14521
5870,4490,14206
5871,4495,14113
5872,4499,14179
5873,4494,14597
5874,4495,14868
5875,4493,15026
5876,4493,15003
5877,4492,15132
5878,4507,15250
5879,4502,15319
5880,4496,15455
5881,4489,15486
5882,4479,15442
5883,4482,15564
5884,4486,15713
5885,4485,15971
5886,4492,15983
5887,4484,15925
5888,4486,15910
5889,4482,15722
5890,4489,15664
5891,4481,15687
5892,4482,15732
5893,4477,15491
5894,4467,15301
5895,4454,15195
5896,4458,15158
5897,4440,15282
5898,4453,15347
5899,4461,15336
5900,4470,15312
5901,4463,15248
5902,4465,15295
5903,4465,15289
5904,4472,15333
5905,4472,15344
5906,4475,15266
5907,4471,15205
5908,4479,15200
5909,4474,15201
5910,4481,15230
5911,4477,15337
5912,4479,15589
5913,4454,15945
5914,4453,15946
5915,4452,15913
5916,4454,15927
5917,4448,15907
5918,4461,15952
5919,4473,16000
5920,4477,16051
5921,4482,16051
5922,4481,16060
5923,4487,16076
5924,4491,16148
5925,4486,16124
5926,4491,16311
5927,4487,16361
5928,4486,16319
5929,4490,16293
5930,4466,16408
5931,4455,16431
5932,4464,16447
5933,4458,16368
5934,4462,16412
5935,4457,16402
5936,4469,16487
5937,4472,16535
5938,4475,16593
5939,4474,16643
5940,4473,16613
5941,4473,16572
5942,4470,16456
5943,4463,16456
5944,4459,16321
5945,4452,16292
5946,4452,16299
5947,4448,16295
5948,4450,16237
5949,4450,16245
5950,4452,16257
5951,4450,16296
5952,4455,16299
5953,4425,16182
5954,4427,16046
5955,4424,15911
5956,4428,15863
5957,4402,15880
5958,4398,15862
5959,4399,15840
5960,4402,15845
5961,4397,15840
5962,4399,15767
5963,4402,15734
5964,4403,15732
5965,4399,15769
5966,4402,15731
5967,4403,15746
5968,4401,15725
5969,4396,15734
5970,4400,15719
5971,4398,15725
5972,4399,15770
5973,4413,15827
5974,4433,15892
5975,4432,15857
5976,4430,15858
5977,4420,15890
5978,4418,15883
5979,4417,15905
5980,4420,15908
5981,4404,15855
5982,4407,15944
5983,4414,15983
5984,4415,15922
5985,4397,15867
5986,4394,15829
5987,4393,15849
5988,4395,15820
5989,4382,15810
5990,4374,15846
5991,4373,15858
5992,4390,15832
5993,4410,15762
5994,4413,15736
5995,4416,15766
5996,4411,15753
5997,4398,15718
5998,4418,15749
5999,4424,15713
6000,4413,15726
6001,4417,15737
6002,4415,15761
6003,4408,15784
6004,4407,15773
6005,4396,15801
6006,4391,15794
6007,4394,15921
6008,4400,15957
6009,4392,15989
6010,4404,15939
6011,4407,15931
6012,4407,15976
6013,4419,15968
6014,4425,16010
6015,4424,16003
6016,4431,16047
6017,4426,15955
6018,4426,15966
6019,4424,15981
6020,4425,16026
6021,4428,15990
6022,4438,16087
6023,4441,16180
6024,4447,16214
6025,4432,16140
6026,4430,16196
6027,4426,16181
6028,4433,16201
6029,4432,16218
6030,4432,16184
6031,4432,16182
6032,4434,16174
6033,4430,16174
6034,4434,16082
6035,4431,16088
6036,4434,16144
6037,4425,16101
6038,4426,15808
6039,4425,15406
6040,4428,15190
6041,4427,15175
6042,4425,15172
6043,4418,15159
6044,4416,15178
6045,4416,15172
6046,4426,15194
6047,4429,15194
6048,4428,15267
6049,4407,15310
6050,4407,15346
6051,4407,15436
6052,4411,15442
6053,4410,15429
6054,4413,15369
6055,4410,15246
6056,4408,15023
6057,4391,14858
6058,4395,14793
6059,4392,14784
6060,4394,14802
6061,4387,14804
6062,4392,14749
6063,4394,14598
6064,4396,14728
6065,4377,14875
6066,4383,14878
6067,4394,15081
6068,4398,15128
6069,4397,15214
6070,4398,15242
6071,4397,15280
6072,4396,15259
6073,4398,15444
6074,4393,15602
6075,4401,15682
6076,4409,15725
6077,4399,15726
6078,4399,15734
6079,4403,15659
6080,4415,15676
6081,4412,15769
6082,4403,15790
6083,4402,15714
6084,4402,15729
6085,4403,15737
6086,3157,15793
6087,4376,15671
6088,4384,15647
6089,4382,15751
6090,4383,15742
6091,4381,15789
6092,4385,15727
6093,4392,15719
6094,4401,15642
6095,4414,15654
6096,4416,15613
6097,4419,15570
6098,4434,15575
6099,4446,15576
6100,4448,15579
6101,4445,15625
6102,4446,15592
6103,4439,15571
6104,4438,15492
6105,4429,15597
6106,4432,15587
6107,4432,15538
6108,4436,15564
6109,4441,15575
6110,4445,15581
6111,4447,15584
6112,4438,15599
6113,4426,15644
6114,4429,15681
6115,4419,15689
6116,4419,15686
6117,4435,15692
6118,4439,15671
6119,4447,15705
6120,4442,15709
6121,4443,15556
6122,4451,15631
6123,4448,15653
6124,4452,15668
6125,4448,15663
6126,4451,15675
6127,4451,15657
6128,4453,15656
6129,4448,15652
6130,4453,15620
6131,4452,15689
6132,4456,15609
6133,4454,15412
6134,4458,15347
6135,4455,15390
6136,4456,15404
6137,4451,15293
6138,4445,15005
6139,4449,14811
6140,4452,14732
6141,4448,14429
6142,4453,14160
6143,4452,14169
6144,4429,13938
6145,4429,13597
6146,4431,13499
6147,4429,13491
6148,4437,13567
6149,4440,13945
6150,4441,14010
6151,4442,13933
6152,4443,13848
6153,4414,13678
6154,4417,13787
6155,4417,13674
6156,4419,13727
6157,4414,13918
6158,4414,13798
6159,4414,13597
6160,4417,13663
6161,4407,13735
6162,4412,13809
6163,4414,13828
6164,4416,13824
6165,4419,13825
6166,4424,13881
6167,4423,13973
6168,4426,13956
6169,4417,13795
6170,4408,13769
6171,4416,13939
6172,4421,14085
6173,4427,14389
6174,4434,14436
6175,4436,14424
6176,4443,14466
6177,4444,14614
6178,4444,14673
6179,4446,14679
6180,4453,14710
6181,4454,14669
6182,4455,14679
6183,4449,14644
6184,4455,14680
6185,4453,14671
6186,4457,14636
6187,4452,14653
6188,4458,14642
6189,4456,14657
6190,4463,14635
6191,4469,14655
6192,4473,14659
6193,4469,14665
6194,4460,14672
6195,4454,14669
6196,4457,14664
6197,4456,14669
6198,4457,14642
6199,4457,14638
6200,4458,14640
6201,4436,14618
6202,4434,14609
6203,4436,14647
6204,4442,14705
6205,4434,14770
6206,4444,14801
6207,4441,14656
6208,4447,14607
6209,4446,14594
6210,4449,14503
6211,4441,14351
6212,4428,14235
6213,4424,14140
6214,4425,14095
6215,4425,14137
6216,4428,14018
6217,4422,13576
6218,4422,13620
6219,4425,13629
6220,4441,13611
6221,4431,13635
6222,4442,13625
6223,4446,13629
6224,4454,13603
6225,4444,13614
6226,4454,13582
6227,4454,13616
6228,4455,13641
6229,4449,13654
6230,4451,13669
6231,4450,13712
6232,4453,13683
6233,4449,13476
6234,4446,13208
6235,4440,13108
6236,4441,12700
6237,4440,12304
6238,4448,12296
6239,4449,12285
6240,4450,12209
6241,4456,12239
6242,4464,12198
6243,4471,12220
6244,4472,12180
6245,4458,12210
6246,4457,12191
6247,4459,12162
6248,4459,12096
6249,4455,12033
6250,4460,11972
6251,4462,11901
6252,4462,11909
6253,4445,12127
6254,4446,12150
6255,4442,12133
6256,4445,12205
6257,4440,12339
6258,4442,12344
6259,4446,12359
6260,4439,12379
6261,4433,12451
6262,4436,12468
6263,4447,12564
6264,4450,12584
6265,4441,12446
6266,4433,12479
6267,4437,12519
6268,4437,12532
6269,4425,12425
6270,4431,12411
6271,4434,12482
6272,4461,12540
6273,4462,12857
6274,4463,12933
6275,4457,12944
6276,4462,12924
6277,4457,12954
6278,4448,12994
6279,4454,12967
6280,4458,12945
6281,4451,12945
6282,4449,12905
6283,4433,12828
6284,4436,12919
6285,4432,13177
6286,4456,13356
6287,4447,13422
6288,4440,13439
6289,4454,13333
6290,4455,13248
6291,4457,13168
6292,4456,13058
6293,4452,13166
6294,4448,13226
6295,4443,13260
6296,4447,13228
6297,4445,12738
6298,4444,12711
6299,4440,12730
6300,4446,12753
6301,4446,12783
6302,4450,12797
6303,4446,12731
6304,4450,12762
6305,4438,12872
6306,4445,12880
6307,4435,12892
6308,4442,13075
6309,4455,13508
6310,4447,13676
6311,4448,13780
6312,4448,13812
6313,4452,13819
6314,4466,13882
6315,4466,14020
6316,4466,14142
6317,4461,14121
6318,4465,14149
6319,4465,14108
6320,4464,14140
6321,4463,14142
6322,4465,14154
6323,4464,14138
6324,4468,14035
6325,4462,13850
6326,4467,13844
6327,4465,13849
6328,4467,13759
6329,4463,13699
6330,4465,13630
6331,4463,13805
6332,4466,13856
6333,4464,13964
6334,4470,13943
6335,4468,14025
6336,4471,14088
6337,4477,14384
6338,4478,14425
6339,4478,14454
6340,4482,14475
6341,4467,14692
6342,4463,14758
6343,4459,14743
6344,4465,14633
6345,4464,14454
6346,4465,14405
6347,4468,14382
6348,4467,14373
6349,4465,14218
6350,4468,14034
6351,4466,13973
6352,4468,13839
6353,4462,13919
6354,4465,13994
6355,4465,13998
6356,4464,14253
6357,4470,14887
6358,4463,15161
6359,4458,15272
6360,4456,15313
6361,4450,15359
6362,4430,15442
6363,4445,15499
6364,4445,15505
6365,4441,15449
6366,4440,15468
6367,4441,15482
6368,4441,15516
6369,4432,15514
6370,4440,15575
6371,4444,15624
6372,4447,15624
6373,4442,15600
6374,4445,15590
6375,4446,15585
6376,4454,15601
6377,4433,15612
6378,4442,15603
6379,4428,15584
6380,4437,15594
6381,4442,15580
6382,4444,15559
6383,4431,15579
6384,4443,15562
6385,4441,15563
6386,4461,15516
6387,4459,15500
6388,4459,15518
6389,4449,15582
6390,4447,15605
6391,4446,15603
6392,4448,15552
6393,4440,15528
6394,4449,15586
6395,4447,15603
6396,4441,15586
6397,4440,15599
6398,4449,15577
6399,4448,15541
6400,4441,15531
6401,4439,15519
6402,4441,15543
6403,4447,15493
6404,4448,15513
6405,4454,15454
6406,4462,15529
6407,4465,15530
6408,4468,15542
6409,4460,15470
6410,4469,15467
6411,4467,15509
6412,4471,15580
6413,4472,15668
6414,4466,15760
6415,4475,15777
6416,4479,15782
6417,4474,15799
6418,4470,15731
6419,4471,15751
6420,4480,15721
6421,4479,15780
6422,4476,15804
6423,4471,15791
6424,4477,15781
6425,4474,15857
6426,4479,15843
6427,4472,15822
6428,4470,15837
6429,4472,15897
6430,4472,15846
6431,4469,15813
6432,4470,15739
6433,4456,15772
6434,4457,15826
6435,4446,15842
6436,4444,15831
6437,4431,15875
6438,4430,15815
6439,4433,15825
6440,4439,15831
6441,4437,15842
6442,4433,15860
6443,4437,15838
6444,4429,15800
6445,4440,15834
6446,4443,15828
6447,4433,15793
6448,4440,15786
6449,4437,15809
6450,4445,15837
6451,4430,15847
6452,4425,15859
6453,4438,15937
6454,4443,15988
6455,4449,16034
6456,4463,15999
6457,4453,16017
6458,4448,16021
6459,4448,16023
6460,4456,16030
6461,4453,15979
6462,4447,16243
6463,4450,16304
6464,4448,16270
6465,4437,16346
6466,4438,16371
6467,4442,16362
6468,4446,16356
6469,4449,16409
6470,4459,16552
6471,4448,16619
6472,4446,16572
6473,4449,16445
6474,4452,16442
6475,4449,16406
6476,4445,16319
6477,4446,16331
6478,4421,16341
6479,4397,16342
6480,4419,16293
6481,4440,16238
6482,4421,16227
6483,4422,16197
6484,4434,16214
6485,4419,16255
6486,4404,16327
6487,4406,16354
6488,4415,16326
6489,4426,16408
6490,4423,16419
6491,4425,16396
6492,4429,16289
6493,4438,16399
6494,4444,16461
6495,4424,16498
6496,4431,16481
6497,4430,16528
6498,4434,16570
6499,4434,16576
6500,4433,16589
6501,4431,16550
6502,4431,16537
6503,4432,16540
6504,4445,16551
6505,4443,16522
6506,4453,16525
6507,4459,16558
6508,4458,16525
6509,4450,16517
6510,4456,16553
6511,4460,16549
6512,4466,16506
