timestep,biomass,brown coal/ lignite
3408,4407,17184
3409,4402,17130
3410,4409,16909
3411,4408,16907
3412,4406,16900
3413,4409,16859
3414,4409,16876
3415,4415,16872
3416,4420,16910
3417,4412,16830
3418,4405,16804
3419,4402,16778
3420,4402,16770
3421,4403,16684
3422,4406,16640
3423,4410,16624
3424,4413,16637
3425,4419,16549
3426,4429,16532
3427,4437,16490
3428,4439,16470
3429,4450,16389
3430,4453,16434
3431,4454,16426
3432,4462,16404
3433,4461,16342
3434,4464,16375
3435,4462,16377
3436,4463,16443
3437,4460,16478
3438,4451,16471
3439,4456,16490
3440,4465,16466
3441,4457,16578
3442,4460,16612
3443,4457,16573
3444,4468,16591
3445,4461,16650
3446,4462,16706
3447,4460,16690
3448,4458,16643
3449,4453,16655
3450,4444,16535
3451,4439,16295
3452,4441,16154
3453,4440,16149
3454,4440,16038
3455,4441,15947
3456,4442,15794
3457,4434,15799
3458,4449,15857
3459,4461,15893
3460,4461,15902
3461,4453,16006
3462,4452,16065
3463,4450,16091
3464,4451,16070
3465,4449,16095
3466,4452,16102
3467,4454,16132
3468,4455,16197
3469,4452,16124
3470,4453,16209
3471,4452,16225
3472,4449,16242
3473,4441,16321
3474,4447,16316
3475,4451,16341
3476,4455,16437
3477,4463,16522
3478,4462,16541
3479,4461,16503
3480,4468,16311
3481,4463,15789
3482,4463,15559
3483,4460,15576
3484,4463,15562
3485,4459,15181
3486,4456,15060
3487,4461,15059
3488,4464,15050
3489,4478,14821
3490,4482,14753
3491,4484,14743
3492,4484,14825
3493,4479,14761
3494,4472,14523
3495,4471,14501
3496,4467,14496
3497,4464,14363
3498,4467,14304
3499,4471,14291
3500,4469,14311
3501,4475,14585
3502,4480,14758
3503,4479,14782
3504,4487,14839
3505,4480,15011
3506,4486,15093
3507,4427,15066
3508,4476,14892
3509,4474,14733
3510,4464,14538
3511,4458,14407
3512,4436,14327
3513,4436,14268
3514,4449,14194
3515,4445,13905
3516,4440,13914
3517,4449,13926
3518,4464,14065
3519,4463,14269
3520,4465,14358
3521,4458,14359
3522,4468,14469
3523,4466,14476
3524,4461,14582
3525,4481,14846
3526,4479,15094
3527,4484,15230
3528,4487,15228
3529,4479,14956
3530,4487,14880
3531,4489,14908
3532,4491,14889
3533,4489,14759
3534,4490,14721
3535,4488,14677
3536,4491,14659
3537,4485,14636
3538,4479,14640
3539,4476,14640
3540,4470,14527
3541,4467,14525
3542,4466,14542
3543,4467,14519
3544,4468,14470
3545,4465,14425
3546,4467,14182
3547,4470,14017
3548,4481,13775
3549,4481,13419
3550,4484,13167
3551,4484,12579
3552,4486,11696
3553,4481,10506
3554,4485,10189
3555,4472,10253
3556,4486,10351
3557,4485,10219
3558,4483,9902
3559,4473,9637
3560,4475,9373
3561,4468,9138
3562,4474,9165
3563,4473,9209
3564,4475,9226
3565,4473,9231
3566,4473,9228
3567,4475,9225
3568,4474,9204
3569,4473,9187
3570,4475,9162
3571,4471,9171
3572,4470,9183
3573,4475,9180
3574,4478,9177
3575,4482,9186
3576,4477,9115
3577,4416,9105
3578,4464,9077
3579,4475,9074
3580,4473,9350
3581,4472,9522
3582,4475,9359
3583,4481,9304
3584,4493,9429
3585,4509,9544
3586,4518,9464
3587,4515,9433
3588,4518,9526
3589,4510,9678
3590,4511,9699
3591,4507,9717
3592,4512,9917
3593,4509,10433
3594,4506,11096
3595,4505,11492
3596,4504,11922
3597,4499,12722
3598,4503,13294
3599,4514,13776
3600,4515,14066
3601,4508,13965
3602,4515,13860
3603,4514,13876
3604,4517,13630
3605,4499,13225
3606,4484,12810
3607,4493,12361
3608,4498,12146
3609,4498,11933
3610,4494,11867
3611,4494,11765
3612,4498,11671
3613,4508,11612
3614,4510,11595
3615,4495,11530
3616,4495,11606
3617,4474,11810
3618,4488,11878
3619,4491,12120
3620,4490,12822
3621,4491,13835
3622,4491,14575
3623,4492,15018
3624,4491,15314
3625,4489,14973
3626,4491,14829
3627,4495,14871
3628,4497,14932
3629,4497,14949
3630,4498,14910
3631,4499,14883
3632,4498,14942
3633,4498,15151
3634,4498,15251
3635,4498,15156
3636,4498,14947
3637,4498,14598
3638,4500,14415
3639,4494,14375
3640,4491,14321
3641,4498,14429
3642,4500,14397
3643,4501,14131
3644,4500,13547
3645,4502,12581
3646,4504,11906
3647,4504,11408
3648,4503,11352
3649,4522,11416
3650,4524,11614
3651,4524,11458
3652,4518,10952
3653,4517,9857
3654,4517,9269
3655,4516,8985
3656,4513,8854
3657,4512,8912
3658,4512,8997
3659,4514,9018
3660,4515,9012
3661,4515,9003
3662,4514,8998
3663,4514,9004
3664,4514,8988
3665,4513,9158
3666,4514,9137
3667,4514,9159
3668,4502,9187
3669,4485,9139
3670,4485,9128
3671,4484,9178
3672,4482,9112
3673,4482,9216
3674,4483,9690
3675,4483,10392
3676,4483,11096
3677,4484,11486
3678,4482,11997
3679,4481,12148
3680,4481,12173
3681,4484,12240
3682,4486,12388
3683,4470,12297
3684,4467,12171
3685,4477,12077
3686,4476,12013
3687,4492,12097
3688,4493,12106
3689,4473,12314
3690,4481,12402
3691,4483,12502
3692,4486,12518
3693,4479,12528
3694,4491,12532
3695,4492,12515
3696,4492,12577
3697,4489,12547
3698,4484,12481
3699,4484,12439
3700,4484,12459
3701,4472,12488
3702,4460,12405
3703,4459,12393
3704,4466,12076
3705,4465,11939
3706,4469,11903
3707,4462,11864
3708,4487,11855
3709,4501,11637
3710,4495,11752
3711,4486,11871
3712,4507,11925
3713,4502,11864
3714,4515,11893
3715,4513,12063
3716,4514,12265
3717,4512,12377
3718,4512,12441
3719,4513,12536
3720,4513,12442
3721,4516,12527
3722,4520,12668
3723,4518,12814
3724,4523,12707
3725,4521,12398
3726,4522,12325
3727,4519,12193
3728,4519,12173
3729,4517,12023
3730,4520,11762
3731,4522,11411
3732,4515,11025
3733,4513,10691
3734,4516,10591
3735,4513,10340
3736,4515,10026
3737,4512,9770
3738,4515,9488
3739,4517,9215
3740,4519,9021
3741,4519,8986
3742,4520,8949
3743,4521,8957
3744,4523,8984
3745,4482,8723
3746,4482,8475
3747,4478,8430
3748,4482,8412
3749,4481,8414
3750,4481,8414
3751,4480,8394
3752,4473,8382
3753,4466,8371
3754,4465,8405
3755,4464,8366
3756,4465,8360
3757,4468,8412
3758,4466,8377
3759,4468,8378
3760,4474,8439
3761,4474,8614
3762,4477,8666
3763,4481,8654
3764,4493,8681
3765,4490,9055
3766,4489,9457
3767,4487,9776
3768,4482,10308
3769,4479,11095
3770,4482,11873
3771,4480,12469
3772,4479,12830
3773,4475,13061
3774,4466,13218
3775,4465,13353
3776,4474,13441
3777,4473,13440
3778,4478,13446
3779,4477,13461
3780,4471,13533
3781,4457,13530
3782,4445,13699
3783,4444,13838
3784,4421,13920
3785,4416,13951
3786,4416,14020
3787,4439,14157
3788,4437,14182
3789,4427,14174
3790,4434,14124
3791,4448,14050
3792,4447,14082
3793,4445,14276
3794,4456,14688
3795,4457,14776
3796,4461,14947
3797,3191,15371
3798,3191,15620
3799,4479,15684
3800,4479,15684
3801,4475,15637
3802,4485,15643
3803,4468,15633
3804,4483,15651
3805,4482,15555
3806,4482,15404
3807,4481,15077
3808,4483,14961
3809,4476,14980
3810,4477,14921
3811,4485,14833
3812,4485,14829
3813,4476,14864
3814,4473,14829
3815,4465,14800
3816,4469,14748
3817,4474,14389
3818,4468,14330
3819,4451,14353
3820,4458,14330
3821,4462,14129
3822,4462,14059
3823,4479,14033
3824,4481,13954
3825,4470,13606
3826,4472,13639
3827,4475,13589
3828,4485,13665
3829,4476,13511
3830,4470,13369
3831,4466,13417
3832,4467,13360
3833,4489,13205
3834,4482,13172
3835,4483,13134
3836,4483,12941
3837,4483,12996
3838,4484,12998
3839,4483,13000
3840,4488,12998
3841,4485,13556
3842,4484,13698
3843,4464,13673
3844,4480,13643
3845,4480,13675
3846,4483,13698
3847,4481,13538
3848,4480,13355
3849,4481,13189
3850,4482,13346
3851,4480,13477
3852,4474,13553
3853,4475,13607
3854,4464,13643
3855,4461,13842
3856,4463,13980
3857,4466,14385
3858,4472,14741
3859,4476,14814
3860,4479,14819
3861,4469,14797
3862,4476,15017
3863,4478,15206
3864,4483,15380
3865,4486,15764
3866,4491,15905
3867,4485,15877
3868,4488,15921
3869,4501,16106
3870,4510,16295
3871,4512,16408
3872,4519,16537
3873,4510,16704
3874,4510,16757
3875,4504,16658
3876,4493,16702
3877,4481,16413
3878,4480,16325
3879,4481,16325
3880,4486,16349
3881,4486,16504
3882,4481,16383
3883,4471,16343
3884,4470,16401
3885,4465,16328
3886,4470,16223
3887,4462,16151
3888,4463,16155
3889,4483,16172
3890,4484,16189
3891,4487,16179
3892,4483,16256
3893,4476,16450
3894,4483,16442
3895,4474,16436
3896,4487,16554
3897,4485,16771
3898,4491,16810
3899,4490,16803
3900,4491,16792
3901,4484,17019
3902,4479,17041
3903,4491,17144
3904,4499,17422
3905,4500,17719
3906,4503,17780
3907,4498,17698
3908,4501,17665
3909,4503,17728
3910,4506,17783
3911,4502,17839
3912,4510,17881
3913,4515,17920
3914,4523,18031
3915,4522,18084
3916,4517,18089
3917,4518,18083
3918,4518,18125
3919,4520,18178
3920,4520,18185
3921,4519,18215
3922,4522,18228
3923,4521,18196
3924,4524,18244
3925,4521,18313
3926,4522,18281
3927,4520,18249
3928,4521,18155
3929,4516,18061
3930,4517,17927
3931,4517,17828
3932,4517,17725
3933,4520,17331
3934,4522,17118
3935,4518,17221
3936,4519,17064
3937,4464,16828
3938,4467,16704
3939,4470,16705
3940,4473,16704
3941,4465,17105
3942,4468,17172
3943,4469,17147
3944,4469,17102
3945,4465,17129
3946,4465,17152
3947,4465,17189
3948,4466,17171
3949,4460,17070
3950,4461,17001
3951,4460,16854
3952,4459,16819
3953,4458,16795
3954,4458,16709
3955,4454,16761
3956,4456,16827
3957,4460,16495
3958,4472,16468
3959,4476,16511
3960,4469,16590
3961,4458,16460
3962,4455,16471
3963,4460,16513
3964,4461,16496
3965,4457,16591
3966,4463,16745
3967,4466,16868
3968,4458,16928
3969,4459,16756
3970,4463,16752
3971,4464,16723
3972,4466,16698
3973,4472,16513
3974,4478,16423
3975,4467,16446
3976,4468,16483
3977,4466,16197
3978,4466,15964
3979,4474,15920
3980,4459,15846
3981,4466,15661
3982,4477,15651
3983,4484,15657
3984,4488,15641
3985,4482,15478
3986,4488,15416
3987,4488,15497
3988,4471,15539
3989,4475,15650
3990,4474,15624
3991,4479,15664
3992,4474,15675
3993,4463,15928
3994,4458,15911
3995,4479,15976
3996,4480,16067
3997,4491,16689
3998,4492,16609
3999,4491,16651
4000,4496,16703
4001,4494,17190
4002,4500,17380
4003,4499,17497
4004,4499,17515
4005,4492,17414
4006,4493,17397
4007,4492,17481
4008,4494,17561
4009,4492,17702
4010,4494,17773
4011,4496,17760
4012,4494,17740
4013,4484,17585
4014,4470,17645
4015,4472,17622
4016,4478,17642
4017,4474,17960
4018,4478,17990
4019,4477,17916
4020,4483,17700
4021,4482,17656
4022,4491,17669
4023,4492,17657
4024,4490,17615
4025,4481,17537
4026,4483,17536
4027,4481,17712
4028,4485,17742
4029,4486,17836
4030,4487,17902
4031,4488,17988
4032,4487,18054
4033,4469,18362
4034,4462,18431
4035,4454,18329
4036,4461,18209
4037,4460,18266
4038,4462,18283
4039,4463,18286
4040,4465,18270
4041,4462,18278
4042,4440,18241
4043,4439,18239
4044,4438,18189
4045,4438,18239
4046,4453,18232
4047,4455,18258
4048,4455,18360
4049,4447,18399
4050,4447,18391
4051,4447,18448
4052,4442,18458
4053,4460,18424
4054,4472,18481
4055,4471,18505
4056,4477,18502
4057,4479,18435
4058,4481,18724
4059,4477,18806
4060,4476,18873
4061,4470,18875
4062,4472,18972
4063,4479,18977
4064,4483,18951
4065,4469,18873
4066,4465,18810
4067,4459,18878
4068,4465,18952
4069,4457,18989
4070,4456,19037
4071,4453,19039
4072,4457,19082
4073,4458,19230
4074,4469,19201
4075,4470,19213
4076,4469,19192
4077,4460,19205
4078,4442,19173
4079,4446,19158
4080,4450,19195
4081,4456,19165
4082,4473,19149
4083,4468,18995
4084,4474,18986
4085,4474,18833
4086,4484,18812
4087,4479,18873
4088,4486,18851
4089,4470,18820
4090,4468,18802
4091,4474,18779
4092,4485,18801
4093,4484,18862
4094,4485,18919
4095,4481,18943
4096,4462,18911
4097,4457,19063
4098,4462,19079
4099,4475,18971
4100,4475,19010
4101,4475,19177
4102,4480,19230
4103,4474,19186
4104,4488,19190
4105,4489,19162
4106,4490,19192
4107,4490,19014
4108,4488,18972
4109,4484,18787
4110,4490,18770
4111,4490,18767
4112,4492,18752
4113,4486,18734
4114,4493,18715
4115,4492,18680
4116,4493,18654
4117,4477,18653
4118,4479,18590
4119,4479,18518
4120,4482,18472
4121,4477,18654
4122,4477,18553
4123,4480,18591
4124,4484,18660
4125,4480,18625
4126,4485,18564
4127,4484,18462
4128,4483,18441
4129,4492,18545
4130,4499,18478
4131,4498,18250
4132,4497,18200
4133,4491,18132
4134,4499,18019
4135,4498,18046
4136,4500,18058
4137,4479,18034
4138,4474,17980
4139,4475,17996
4140,4476,17981
4141,4471,17926
4142,4473,17856
4143,4472,17891
4144,4470,17878
4145,4446,17930
4146,4444,17880
4147,4446,17915
4148,4446,18021
4149,4436,18173
4150,4436,18208
4151,4437,18215
4152,4436,18223
4153,4450,18310
4154,4466,18461
4155,4466,18571
4156,4472,18739
4157,4470,18908
4158,4472,18946
4159,4472,18936
4160,4472,18933
4161,4472,19041
4162,4472,18977
4163,4473,18782
4164,4480,18611
4165,4471,18463
4166,4470,18272
4167,4462,18028
4168,4466,17769
4169,4481,17491
4170,4493,17463
4171,4495,17420
4172,4497,17393
4173,4490,17331
4174,4501,17287
4175,4496,17242
4176,4482,17140
4177,4476,17045
4178,4477,17007
4179,4478,17022
4180,4479,16973
4181,4474,16979
4182,4474,16945
4183,4476,16989
4184,4476,16945
4185,4455,16861
4186,4453,16824
4187,4455,16906
4188,4455,16891
4189,4450,17157
4190,4463,17370
4191,4465,17475
4192,4471,17510
4193,4476,17550
4194,4478,17716
4195,4474,17934
4196,4468,18020
4197,4462,18135
4198,4460,18211
4199,4461,18236
4200,4467,18348
4201,4462,18555
4202,4460,18630
4203,4466,18622
4204,4462,18587
4205,4456,18484
4206,4444,18458
4207,4442,18453
4208,4450,18470
4209,4448,18403
4210,4450,18235
4211,4454,17986
4212,4459,17697
4213,4435,17513
4214,4449,17457
4215,4456,17375
4216,4457,17287
4217,4454,17105
4218,4454,17092
4219,4453,17095
4220,4453,17051
4221,4450,17002
4222,4454,16921
4223,4449,16898
4224,4454,16639
4225,4466,16796
4226,4475,16309
4227,4463,16001
4228,4462,15660
4229,4450,15090
4230,4452,14577
4231,4449,14304
4232,4451,14137
4233,4433,13804
4234,4437,13548
4235,4436,13491
4236,4433,13335
4237,4428,12485
4238,4432,12117
4239,4434,11983
4240,4434,11819
4241,4431,11769
4242,4435,11671
4243,4433,11645
4244,4437,11636
4245,4432,11805
4246,4432,11965
4247,4429,12139
4248,4427,12189
4249,4422,12252
4250,4424,12411
4251,4428,12611
4252,4441,12960
4253,4458,13778
4254,4468,14267
4255,4472,14459
4256,4475,15072
4257,4474,15553
4258,4470,16386
4259,4470,17029
4260,4474,17320
4261,4469,17539
4262,4475,17777
4263,4476,17800
4264,4478,17795
4265,4465,17371
4266,4474,17184
4267,4478,17131
4268,4488,16953
4269,4488,16731
4270,4490,16766
4271,4494,17032
4272,4493,17151
4273,4493,17342
4274,4495,17523
4275,4493,17566
4276,4495,17590
4277,4492,17528
4278,4482,17488
4279,4490,17482
4280,4492,17453
4281,4492,17375
4282,4493,17409
4283,4487,17364
4284,4485,17549
4285,4492,17886
4286,4491,17851
4287,4478,17711
4288,4462,17737
4289,4461,17775
4290,4459,17745
4291,4455,17754
4292,4458,17794
4293,4450,17786
4294,4452,17807
4295,4455,17810
4296,4478,17833
4297,4476,17812
4298,4476,17887
4299,4470,18008
4300,4478,18026
4301,4471,18128
4302,4467,18164
4303,4467,18182
4304,4463,18160
4305,4456,18153
4306,4461,18147
4307,4459,18152
4308,4461,18157
4309,4457,18123
4310,4450,18115
4311,4443,18114
4312,4448,18092
4313,4446,18081
4314,4446,18043
4315,4443,18048
4316,4447,17905
4317,4445,17653
4318,4445,17591
4319,4447,17587
4320,4453,17697
4321,4425,17847
4322,4414,17822
4323,4428,17818
4324,4437,17782
4325,4417,17791
4326,4402,17786
4327,4402,17806
4328,4401,17792
4329,4398,17787
4330,4403,17785
4331,4401,17767
4332,4406,17664
4333,4408,17266
4334,4417,17113
4335,4417,17048
4336,4423,16799
4337,4411,16688
4338,4408,16704
4339,4417,16958
4340,4424,17350
4341,4424,17715
4342,4421,17927
4343,4412,17962
4344,4411,18010
4345,4406,18143
4346,4410,18180
4347,4416,18179
4348,4404,18183
4349,4403,18133
4350,4409,18149
4351,4410,18156
4352,4403,18144
4353,4393,18005
4354,4401,17991
4355,4399,18033
4356,4392,18104
4357,4400,17956
4358,4400,17910
4359,4400,17898
4360,4401,17899
4361,4399,17899
4362,4403,17954
4363,4396,17944
4364,4391,17914
4365,4383,17800
4366,4357,17797
4367,4361,17822
4368,4371,17761
4369,4380,17765
4370,4382,17737
4371,4377,17723
4372,4377,17744
4373,4373,17788
4374,4375,17770
4375,4373,17790
4376,4380,17705
4377,4375,17699
4378,4351,17599
4379,4347,17522
4380,4357,17545
4381,4358,17616
4382,4368,17635
4383,4378,17645
4384,4392,17682
4385,4391,17693
4386,4413,17678
4387,4416,17711
4388,4414,17709
4389,4414,17859
4390,4410,17904
4391,4403,17910
4392,4409,17893
4393,4407,17911
4394,4408,17953
4395,4406,17943
4396,4397,17993
4397,4382,17984
4398,4396,17964
4399,4396,17976
4400,4397,17989
4401,4394,18027
4402,4396,17980
4403,4394,18021
4404,4398,17987
4405,4396,18032
4406,4397,18018
4407,4396,18048
4408,4399,18020
4409,4397,17893
4410,4406,17836
4411,4401,17871
4412,4401,17819
4413,4416,17646
4414,4423,17597
4415,4424,17544
4416,4426,17468
4417,4440,17561
4418,4441,17586
4419,4440,17555
4420,4440,17618
4421,4438,17841
4422,4442,17921
4423,4442,17936
4424,4447,17977
4425,4437,18046
4426,4439,18101
4427,4431,18184
4428,4436,18238
4429,4431,18190
4430,4426,18196
4431,4431,18220
4432,4432,18205
4433,4434,18213
4434,4437,18236
4435,4432,18247
4436,4423,18265
4437,4433,18314
4438,4437,18341
4439,4438,18316
4440,4438,18321
4441,4435,18327
4442,4442,18350
4443,4443,18322
4444,4446,18360
4445,4447,18351
4446,4446,18342
4447,4436,18348
4448,4444,18350
4449,4435,18351
4450,4443,18417
4451,4429,18372
4452,4417,18369
4453,4418,18388
4454,4426,18366
4455,4420,18359
4456,4416,18361
4457,4416,18340
4458,4420,18366
4459,4418,18393
4460,4417,18389
4461,4419,18325
4462,4416,18299
4463,4420,18364
4464,4426,18387
4465,4449,18101
4466,4455,17902
4467,4451,17774
4468,4447,17762
4469,4442,17805
4470,4449,17848
4471,4448,17856
4472,4450,17847
4473,4456,17859
4474,4465,17888
4475,4451,17855
4476,4467,17858
4477,4452,17824
4478,4448,17828
4479,4449,17868
4480,4449,17881
4481,4444,17864
4482,4441,17872
4483,4439,17939
4484,4441,18032
4485,4453,17964
4486,4455,18032
4487,4460,18039
4488,4461,18016
4489,4460,18080
4490,4449,18120
4491,4463,18181
4492,4469,18206
4493,4462,18193
4494,4465,18215
4495,4467,18193
4496,4468,18190
4497,4470,18216
4498,4473,18185
4499,4472,18200
4500,4422,18219
4501,4437,18252
4502,4453,18200
4503,4452,18229
4504,4460,18198
4505,4457,18300
4506,4450,18243
4507,4448,18263
4508,4459,18203
4509,4455,18101
4510,4427,18024
4511,4434,17990
4512,4468,17930
4513,4447,17949
4514,4435,17892
4515,4414,17861
4516,4444,17821
4517,4426,17854
4518,4423,17809
4519,4427,17745
4520,4429,17676
4521,4428,17752
4522,4429,17826
4523,4427,17816
4524,4423,17809
4525,4430,17805
4526,4434,17810
4527,4428,17842
4528,4431,17848
4529,4421,18072
4530,4414,18126
4531,4413,18113
4532,4409,18156
4533,4420,18137
4534,4429,18134
4535,4426,18203
4536,4437,18209
4537,4436,18235
4538,4434,18331
4539,4432,18354
4540,4432,18438
4541,4441,18524
4542,4441,18598
4543,4449,18620
4544,4450,18592
4545,4426,18556
4546,4400,18591
4547,4384,18594
4548,4381,18575
4549,4367,18507
4550,4358,18486
4551,4378,18466
4552,4392,18385
4553,4388,17992
4554,4384,17849
4555,4396,17783
4556,4380,17724
4557,4397,16964
4558,4384,16795
4559,4385,16779
4560,4378,16762
4561,4378,16863
4562,4409,16909
4563,4410,16854
4564,4409,16955
4565,4401,17431
4566,4402,17521
4567,4393,17528
4568,4362,17523
4569,4401,17588
4570,4418,17587
4571,4416,17619
4572,4417,17647
4573,4412,18099
4574,4415,18294
4575,4424,18324
4576,4437,18263
4577,4424,18215
4578,4425,18211
4579,4420,18218
4580,4419,18249
4581,4426,18338
4582,4418,18414
4583,4418,18393
4584,4431,18451
4585,4440,18516
4586,4440,18594
4587,4438,18616
4588,4426,18598
4589,4412,18544
4590,4400,18446
4591,4412,18327
4592,4417,18208
4593,4410,17955
4594,4401,17924
4595,4411,17889
4596,4401,17848
4597,4405,17891
4598,4416,17922
4599,4393,17888
4600,4408,17853
4601,4425,17871
4602,4420,17929
4603,4419,17925
4604,4440,17880
4605,4416,17867
4606,4415,17856
4607,4437,17843
4608,4440,17714
4609,4392,17776
4610,4392,17706
4611,4393,17615
4612,4392,17578
4613,4405,17570
4614,4421,17516
4615,4420,17491
4616,4420,17497
4617,4405,17558
4618,4407,17531
4619,4406,17527
4620,4410,17528
4621,4412,17514
4622,4414,17530
4623,4416,17548
4624,4417,17547
4625,4413,17542
4626,4417,17522
4627,4415,17553
4628,4415,17534
4629,4421,17531
4630,4425,17569
4631,4425,17557
4632,4426,17627
4633,4420,17817
4634,4416,17949
4635,4414,17981
4636,4425,17976
4637,4423,17940
4638,4428,17975
4639,4426,17948
4640,4435,17965
4641,4427,17987
4642,4418,17979
4643,4418,17963
4644,4423,17969
4645,4419,17983
4646,4417,17987
4647,4416,18011
4648,4419,18002
4649,4421,17951
4650,4418,17889
4651,4415,17838
4652,4420,17818
4653,4429,17870
4654,4430,17820
4655,4429,17785
4656,4425,17840
4657,4421,17795
4658,4442,17713
4659,4447,17615
4660,4446,17514
4661,4447,17607
4662,4449,17558
4663,4450,17548
4664,4451,17531
4665,4450,17546
4666,4450,17516
4667,4449,17566
4668,4450,17554
4669,4434,17618
4670,4430,17622
4671,4428,17637
4672,4439,17675
4673,4438,17678
4674,4449,17644
4675,4450,17673
4676,4451,17692
4677,4449,17592
4678,4445,17653
4679,4438,17663
4680,4414,17634
4681,4401,17609
4682,4424,17663
4683,4422,17695
4684,4425,17660
4685,4421,17719
4686,4429,17724
4687,4442,17699
4688,4448,17638
4689,4446,17596
4690,4449,17658
4691,4453,17649
4692,4456,17617
4693,4454,17317
4694,4454,17293
4695,4451,17309
4696,4453,17296
4697,4445,17338
4698,4435,17271
4699,4436,17304
4700,4438,17328
4701,4441,17354
4702,4443,17395
4703,4446,17371
4704,4451,17366
4705,4468,17309
4706,4470,17262
4707,4467,17238
4708,4464,17128
4709,4448,17047
4710,4447,17155
4711,4446,17304
4712,4451,17355
4713,4439,17352
4714,4439,17373
4715,4437,17440
4716,4440,17458
4717,4435,17416
4718,4433,17389
4719,4435,17434
4720,4437,17465
4721,4443,17504
4722,4448,17506
4723,4450,17563
4724,4457,17645
4725,4451,17786
4726,4447,17898
4727,4446,18024
4728,4448,18114
4729,4456,18122
4730,4458,18180
4731,4456,18201
4732,4459,18151
4733,4457,18090
4734,4458,18101
4735,4460,18107
4736,4460,18072
4737,4452,18087
4738,4444,18125
4739,4421,18139
4740,4393,18135
4741,4415,18141
4742,4409,18119
4743,4442,18123
4744,4446,18113
4745,4449,18159
4746,4458,18133
4747,4462,18120
4748,4463,18113
4749,4460,18123
4750,4450,18095
4751,4450,18083
4752,4457,18091
4753,4452,18066
4754,4452,17997
4755,4450,18040
4756,4461,18109
4757,4461,18111
4758,4462,18094
4759,4463,18146
4760,4469,18123
4761,4464,18107
4762,4456,18082
4763,4449,18036
4764,4449,18099
4765,4443,18120
4766,4436,18171
4767,4434,18166
4768,4432,18141
4769,4446,18161
4770,4445,18157
4771,4448,18170
4772,4464,18143
4773,4463,18116
4774,4463,18128
4775,4451,18110
4776,4462,18085
4777,4461,17958
4778,4465,18018
4779,4466,18035
4780,4464,18089
4781,4461,17936
4782,4467,17912
4783,4467,17932
4784,4467,17957
4785,4464,17938
4786,4466,17878
4787,4466,17908
4788,4470,17864
4789,4465,17831
4790,4460,17763
4791,4463,17733
4792,4449,17727
4793,4448,17604
4794,4449,17256
4795,4451,17093
4796,4453,16738
4797,4439,16456
4798,4431,16335
4799,4433,16339
4800,4448,16322
4801,4466,16080
4802,4466,15904
4803,4470,15928
4804,4484,15907
4805,4482,15760
4806,4482,15583
4807,4484,15231
4808,4485,14730
4809,4472,14095
4810,4472,13669
4811,4472,13415
4812,4474,12922
4813,4470,12559
4814,4470,12404
4815,4468,12358
4816,4459,12290
4817,4454,12107
4818,4472,11958
4819,4473,11759
4820,4469,11254
4821,4448,10743
4822,4437,10482
4823,4415,10367
4824,4421,10300
4825,4422,10152
4826,4425,10262
4827,4419,10307
4828,4423,10318
4829,4451,10509
4830,4464,10533
4831,4464,10500
4832,4467,10526
4833,4454,10432
4834,4452,10819
4835,4464,11434
4836,4469,12013
4837,4466,12284
4838,4462,12498
4839,4470,12649
4840,4465,13023
4841,4457,13543
4842,4440,13764
4843,4456,13889
4844,4461,14015
4845,4462,14265
4846,4467,14341
4847,4469,14378
4848,4470,14334
4849,4469,14258
4850,4445,14220
4851,4444,14176
4852,4451,14159
4853,4444,14163
4854,4432,14179
4855,4433,14172
4856,4439,14138
4857,4456,14262
4858,4461,14303
4859,4463,14338
4860,4463,14379
4861,4471,14392
4862,4473,14389
4863,4477,14383
4864,4480,14340
4865,4477,14313
4866,4464,14175
4867,4465,14152
4868,4458,14154
4869,4445,14280
4870,4445,14341
4871,4443,14472
4872,4432,14614
4873,4430,14802
4874,4430,14978
4875,4428,15205
4876,4435,15356
4877,4447,15632
4878,4462,15906
4879,4461,15880
4880,4475,15808
4881,4474,15545
4882,4477,15356
4883,4477,15153
4884,4481,14693
4885,4475,14208
4886,4474,13924
4887,4475,13677
4888,4474,13736
4889,4470,13713
4890,4475,13578
4891,4478,13436
4892,4480,12932
4893,4469,11948
4894,4454,11044
4895,4452,10525
4896,4448,10304
4897,4452,10700
4898,4454,10751
4899,4458,10619
4900,4460,10512
4901,4461,9537
4902,4462,9203
4903,4461,9109
4904,4455,8946
4905,4440,9045
4906,4436,8983
4907,4437,8995
4908,4445,8896
4909,4439,8839
4910,4439,8832
4911,4440,8812
4912,4442,8775
4913,4437,8761
4914,4438,8777
4915,4436,8768
4916,4435,8813
4917,4435,8835
4918,4442,8785
4919,4438,8847
4920,4454,8839
4921,4467,8824
4922,4474,8812
4923,4477,8815
4924,4491,8794
4925,4488,8795
4926,4488,8823
4927,4483,9012
4928,4485,9387
4929,4487,9648
4930,4492,9955
4931,4485,10189
4932,4456,10568
4933,4452,11489
4934,4453,12227
4935,4474,12596
4936,4497,12815
4937,4497,12838
4938,4483,12931
4939,4490,12930
4940,4497,13029
4941,4492,13346
4942,4491,13383
4943,4488,13294
4944,4489,13199
4945,4476,12841
4946,4480,12624
4947,4481,12510
4948,4494,12390
4949,4496,12011
4950,4497,11693
4951,4497,11454
4952,4497,11076
4953,4482,10451
4954,4483,10014
4955,4481,9958
4956,4484,9813
4957,4481,9391
4958,4481,9429
4959,4480,9420
4960,4481,9322
